size_mb,gc,x_organism_name,organism_groups,domain,kingdom,class,group,bio_sample,assembly
29.9525,44.4,Paracoccidioides brasiliensis Pb18,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953720,GCA_000150735.2
58.3007,50,Paxillus involutus ATCC 200175,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN00723000,GCA_000827475.1
15.4412,41.162,Scheffersomyces stipitis CBS 6054,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02746101,GCA_000209165.1
9.59754,41.4761,Komagataella pastoris,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN04305316,GCA_001708105.1
53.0277,48.9,Pisolithus microcarpus 441,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN00139516,GCA_000827275.1
88.7244,43.8,Puccinia graminis f. sp. tritici CRL 75-36-700-3,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN00013043,GCA_000149925.1
19.3677,39.3,Saccharomyces pastorianus CBS 1513,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02981575,GCA_000586595.1
24.1311,47.6,Spizellomyces punctatus DAOM BR117,Eukaryota;Fungi;Other Fungi,Eukaryota,Fungi,Other Fungi,eukaryotes,SAMN00716787,GCA_000182565.2
66.3686,28.4,Sterkiella histriomuscorum,Eukaryota;Protists;Other Protists,Eukaryota,Protists,Other Protists,eukaryotes,SAMN03325312,GCA_001273305.2
332.876,42.7,Ancylostoma duodenale,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN03277212,GCA_000816745.1
38.482,57.4,Schizophyllum commune H4-8,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02194201,GCA_000143185.1
298.028,37.7,Ascaris suum,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN07782705,GCA_000187025.3
3027.84,38.9115,Helianthus annuus,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN05868438,GCA_002127325.1
2384.19,35.0002,Lactuca sativa,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN01730979,GCA_002870075.1
105.632,34.5,Trichoplax adhaerens,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN02953699,GCA_000150275.1
916.388,36.1998,Biomphalaria glabrata,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN02953846,GCA_000457365.1
1874.77,45.3151,Malus domestica,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981243,GCA_000148765.2
775.84,38.1,Saccoglossus kowalevskii,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN00102747,GCA_000003605.1
36.8923,48.3,Aspergillus flavus NRRL3357,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953629,GCA_000006275.2
17.4383,48,Cryptococcus gattii CA1873,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN01932848,GCA_000855695.1
1232.14,41.4526,Taeniopygia guttata,Eukaryota;Animals;Birds,Eukaryota,Animals,Birds,eukaryotes,SAMN02981239,GCA_000151805.2
70.4715,40.2,Oikopleura dioica,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMEA2272014,GCA_000209535.1
2966.89,43.8912,Salmo salar,Eukaryota;Animals;Fishes,Eukaryota,Animals,Fishes,eukaryotes,SAMN02749551,GCA_000233375.4
30.6332,24.1,Entamoeba dispar SAW760,Eukaryota;Protists;Other Protists,Eukaryota,Protists,Other Protists,eukaryotes,SAMN02953643,GCA_000209125.2
13.0328,59.1984,Ostreococcus tauri,Eukaryota;Plants;Green Algae,Eukaryota,Plants,Green Algae,eukaryotes,SAMEA3138397,GCA_000214015.2
40.8783,30.3,Entamoeba invadens IP1,Eukaryota;Protists;Other Protists,Eukaryota,Protists,Other Protists,eukaryotes,SAMN02953644,GCA_000330505.1
521.077,36.2199,Phaseolus vulgaris,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981484,GCA_000499845.1
32393.6,40.3,Ambystoma mexicanum,Eukaryota;Animals;Amphibians,Eukaryota,Animals,Amphibians,eukaryotes,SAMN06554622,GCA_002915635.1
477.948,34.2999,Physcomitrella patens,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN00120126,GCA_000002425.1
227.569,37.6659,Prunus persica,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981429,GCA_000346465.2
579.042,38.1,Culex quinquefasciatus,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN02953674,GCA_000209185.1
2959.37,41.0402,Papio anubis,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02981400,GCA_000264685.2
684.741,34.8191,Crassostrea virginica,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN06349363,GCA_002022765.4
486.197,35.0336,Vitis vinifera,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMEA2272750,GCA_000003745.2
1684.93,46.7,Secale cereale,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMEA3928734,GCA_900079665.1
705.934,35.6005,Solanum tuberosum,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981305,GCA_000226075.1
13.2049,60.4431,Ostreococcus lucimarinus CCE9901,Eukaryota;Plants;Green Algae,Eukaryota,Plants,Green Algae,eukaryotes,SAMN03081420,GCA_000092065.1
212.502,45.3,Selaginella moellendorffii,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981255,GCA_000143415.2
13.712,37.9,Galdieria sulphuraria,Eukaryota;Other;Other,Eukaryota,Other,Other,eukaryotes,SAMN00011278,GCA_000341285.1
137.684,55.3,Volvox carteri f. nagariensis,Eukaryota;Plants;Green Algae,Eukaryota,Plants,Green Algae,eukaryotes,SAMN02953753,GCA_000143455.1
27.4507,48.8432,Phaeodactylum tricornutum CCAP 1055/1,Eukaryota;Other;Other,Eukaryota,Other,Other,eukaryotes,SAMN02953727,GCA_000150955.2
14.6184,33.2489,Candida dubliniensis CD36,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMEA2272258,GCA_000026945.1
9.06885,30.1392,Cryptosporidium hominis,Eukaryota;Protists;Apicomplexans,Eukaryota,Protists,Apicomplexans,eukaryotes,SAMEA3496639,GCA_002223825.1
3643.47,39.2006,Nicotiana tabacum,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02316627,GCA_000715135.1
56.6606,67.4,Aureococcus anophagefferens,Eukaryota;Protists;Other Protists,Eukaryota,Protists,Other Protists,eukaryotes,SAMN02953754,GCA_000186865.1
582.279,38.0059,Manihot esculenta,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN04116956,GCA_001659605.1
927.31,41.9999,Aplysia californica,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN02953658,GCA_000002075.2
11.6345,37.9,Schizosaccharomyces octosporus yFS286,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953709,GCA_000150505.2
11.7332,44.1,Schizosaccharomyces japonicus yFS275,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953668,GCA_000149845.2
24.3151,39.3,Batrachochytrium dendrobatidis JAM81,Eukaryota;Fungi;Other Fungi,Eukaryota,Fungi,Other Fungi,eukaryotes,SAMN02746048,GCA_000203795.1
706.824,37.1,Rhodnius prolixus,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN02953759,GCA_000181055.3
541.692,31.1995,Acyrthosiphon pisum,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN00000061,GCA_000142985.2
295.781,43.2193,Nasonia vitripennis,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN02902141,GCA_000002325.2
2519.72,41.5,Otolemur garnettii,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02981229,GCA_000181295.3
39.6863,52.1184,Zymoseptoria tritici IPO323,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02746078,GCA_000219625.1
2914.96,41.3414,Callithrix jacchus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02981242,GCA_000004665.1
37.214,50.3719,Parastagonospora nodorum SN15,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953619,GCA_000146915.2
303.295,42.8,Oryza glaberrima,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981267,GCA_000147395.2
339.177,42.5,Oryza rufipogon,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMEA3158452,GCA_000817225.1
2137.23,41.4,Tupaia belangeri,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN03004381,GCA_000181375.1
2478.39,40.5,Ictidomys tridecemlineatus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN00210855,GCA_000236235.1
2962.06,41.3958,Nomascus leucogenys,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02981257,GCA_000146795.3
76.9743,33.9,Heterorhabditis bacteriophora,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN02953756,GCA_000223415.1
481.479,46.3,Lolium perenne,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN05714679,GCA_001735685.1
38.4592,41.8631,Sclerotinia sclerotiorum 1980 UF-70,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953621,GCA_000146945.2
41.8449,48.6857,Fusarium verticillioides 7600,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953630,GCA_000149555.1
206.823,37.5991,Arabidopsis lyrata subsp. lyrata,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981250,GCA_000004255.1
42.7438,43.5,Botrytis cinerea B05.10,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,,GCA_000143535.1
322.167,36.3144,Erythranthe guttata,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02742818,GCA_000504015.1
133.064,35.9,Capsella rubella,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981483,GCA_000375325.1
27.8594,49.2,Aspergillus clavatus NRRL 1,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953636,GCA_000002715.1
31.77,49.5,Aspergillus fischeri NRRL 181,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953637,GCA_000149645.2
21.9583,65.7,Micromonas pusilla CCMP1545,Eukaryota;Plants;Green Algae,Eukaryota,Plants,Green Algae,eukaryotes,SAMN02953743,GCA_000151265.1
1373.53,35.7,Hevea brasiliensis,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN04451765,GCA_001654055.1
370.419,39.0069,Carica papaya,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02953710,GCA_000150535.1
110.781,27.9,Pediculus humanus corporis,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN02953682,GCA_000006295.1
1765.38,46,Ixodes scapularis,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN03004382,GCA_000208615.1
37.912,48.2552,Aspergillus oryzae RIB40,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMD00067075,GCA_000184455.3
51.2865,50.8,[Nectria] haematococca mpVI 77-13-4,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02746079,GCA_000151355.1
734.057,40.8475,Oryzias latipes,Eukaryota;Animals;Fishes,Eukaryota,Animals,Fishes,eukaryotes,SAMN06689957,GCA_002234675.1
324.88,34.9922,Theobroma cacao,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMEA4028428,GCA_000208745.2
2034.58,42.7,Myotis lucifugus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02953645,GCA_000147115.1
350.622,34.4006,Ricinus communis,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02953659,GCA_000151685.2
20.3131,47,Ascosphaera apis ARSEF 7405,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN04908326,GCA_001636715.1
64.8774,47.1,Laccaria bicolor S238N-H82,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02769624,GCA_000143565.1
53.9392,35.9,Phycomyces blakesleeanus NRRL 1555(-),Eukaryota;Fungi;Other Fungi,Eukaryota,Fungi,Other Fungi,eukaryotes,SAMN00189023,GCA_001638985.2
463.638,34.3983,Vigna radiata var. radiata,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02720863,GCA_000741045.2
129.811,43,Taenia solium,Eukaryota;Animals;Flatworms,Eukaryota,Animals,Flatworms,eukaryotes,SAMN01090682,GCA_001870725.1
615.017,39.8996,Bemisia tabaci,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN04500967,GCA_001854935.1
974.499,42.5998,Callorhinchus milii,Eukaryota;Animals;Fishes,Eukaryota,Animals,Fishes,eukaryotes,SAMN00000800,GCA_000165045.2
46.1595,65.5,Chlorella variabilis,Eukaryota;Plants;Green Algae,Eukaryota,Plants,Green Algae,eukaryotes,SAMN02744065,GCA_000147415.1
272.133,46.436,Brachypodium distachyon,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02981254,GCA_000005505.2
37.3422,61.5,Chlorella vulgaris,Eukaryota;Plants;Green Algae,Eukaryota,Plants,Green Algae,eukaryotes,SAMN03453227,GCA_001021125.1
8.95812,52.1,Malassezia globosa CBS 7966,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02953680,GCA_000181695.1
7.26022,55.8,Malassezia restricta,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN03774878,GCA_001264725.1
37.9975,50.8,Pyrenophora tritici-repentis Pt-1C-BFP,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953676,GCA_000149985.1
61.3869,48.4264,Fusarium oxysporum f. sp. lycopersici 4287,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953675,GCA_000149955.2
1799.14,40.8238,Anolis carolinensis,Eukaryota;Animals;Reptiles,Eukaryota,Animals,Reptiles,eukaryotes,SAMN02981230,GCA_000090745.2
41.7099,54.3258,Monosiga brevicollis MX1,Eukaryota;Protists;Other Protists,Eukaryota,Protists,Other Protists,eukaryotes,SAMN02953695,GCA_000002865.1
32.0688,57.7282,Leishmania braziliensis MHOM/BR/75/M2904,Eukaryota;Protists;Kinetoplasts,Eukaryota,Protists,Kinetoplasts,eukaryotes,SAMEA2272271,GCA_000002845.2
14.6746,33,Vanderwaltozyma polyspora DSM 70294,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953681,GCA_000150035.1
35.6854,46.1,Talaromyces stipitatus ATCC 10500,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953686,GCA_000003125.1
28.6439,46.7,Talaromyces marneffei ATCC 18224,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953685,GCA_000001985.1
90.8919,40.9,Postia placenta Mad-698-R,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN00113321,GCA_000006255.1
39.0227,49.2,Trichoderma virens Gv29-8,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02744059,GCA_000170995.2
1021.9,41.2,Fundulus heteroclitus,Eukaryota;Animals;Fishes,Eukaryota,Animals,Fishes,eukaryotes,SAMN03277211,GCA_000826765.1
36.1437,49.7,Trichoderma atroviride IMI 206040,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02744066,GCA_000171015.2
2198.28,40.5,Pteropus vampyrus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02894360,GCA_000151845.2
154.229,35.9,Lutzomyia longipalpis,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN00008955,GCA_000265325.1
283.607,44.3,Nasonia giraulti,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN00003081,GCA_000004775.1
285.726,44.1,Nasonia longicornis,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN00003080,GCA_000004795.1
27.9678,53.7,Capsaspora owczarzaki ATCC 30864,Eukaryota;Protists;Other Protists,Eukaryota,Protists,Other Protists,eukaryotes,SAMN02953747,GCA_000151315.2
2132.52,40.9,Tursiops truncatus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN06114300,GCA_001922835.1
244.075,41.3,Necator americanus,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN02953824,GCA_000507365.1
2229.84,44,Ochotona princeps,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN00767999,GCA_000292845.1
2236.37,42.6,Dipodomys ordii,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02900551,GCA_000151885.2
2946.84,41.3398,Macaca fascicularis,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN00811240,GCA_000364345.1
2487.41,41.3423,Microcebus murinus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN06275470,GCA_000165445.3
160.964,35,Dictyocaulus viviparus,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN02873952,GCA_000816705.1
443.017,42.8,Oesophagostomum dentatum,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN02866218,GCA_000797555.1
1828.27,34.5,Limulus polyphemus,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN02953878,GCA_000517525.1
511.738,45.6996,Priapulus caudatus,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN02953874,GCA_000485595.2
176.211,35.8,Strigamia maritima,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN00009008,GCA_000239455.1
2836.17,42.2,Bubalus bubalis,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02191888,GCA_000471725.1
3187.66,41.2,Galeopterus variegatus,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN01758971,GCA_000696425.1
23.2631,47.5,Arthroderma otae CBS 113480,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953735,GCA_000151145.1
24.1582,47.3,Trichophyton equinum CBS 127.97,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953737,GCA_000151175.1
22.9886,48.1,Trichophyton tonsurans CBS 112818,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953761,GCA_000151455.1
22.53,48.3,Trichophyton rubrum CBS 118892,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953760,GCA_000151425.1
104.155,44.5,Hypsibius dujardini,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMN06212344,GCA_002082055.1
23.2729,48.4,Nannizzia gypsea CBS 118893,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953728,GCA_000150975.2
41.9129,48.8706,Mortierella verticillata NRRL 6337,Eukaryota;Fungi;Other Fungi,Eukaryota,Fungi,Other Fungi,eukaryotes,SAMN00699802,GCA_000739165.1
3.86074,33.7,Enterocytozoon bieneusi H348,Eukaryota;Fungi;Other Fungi,Eukaryota,Fungi,Other Fungi,eukaryotes,SAMN00017218,GCA_000209485.1
389.908,33.6995,Melitaea cinxia,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN01932438,GCA_000716385.1
6.14941,49.7,Ascogregarina taiwanensis,Eukaryota;Protists;Apicomplexans,Eukaryota,Protists,Apicomplexans,eukaryotes,SAMN02953717,GCA_000172235.1
91.4059,44.9,Bigelowiella natans CCMP2755,Eukaryota;Other;Other,Eukaryota,Other,Other,eukaryotes,SAMN00765207,GCA_000320545.1
33.9003,55.6,Verticillium dahliae VdLs.17,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953716,GCA_000150675.2
118.726,45.4,Blumeria graminis f. sp. hordei DH14,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMEA3138301,GCA_000151065.3
9.24525,28.5,Cryptosporidium muris RN66,Eukaryota;Protists;Apicomplexans,Eukaryota,Protists,Apicomplexans,eukaryotes,SAMN02953683,GCA_000006515.1
81.908,37.5,Heterodera glycines,Eukaryota;Animals;Roundworms,Eukaryota,Animals,Roundworms,eukaryotes,SAMN02953723,GCA_000150805.1
26.6633,47.7,Moniliophthora perniciosa FA553,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02953729,GCA_000183025.1
421.539,36.0434,Daucus carota subsp. sativus,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN03216637,GCA_001625215.1
32.6144,46.7,Agaricus bisporus var. burnettii JB137-S8,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN00188834,GCA_000300555.1
31.0365,50.8,Alternaria brassicicola,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN08032350,GCA_002796735.1
485.705,38.5,Diaphorina citri,Eukaryota;Animals;Insects,Eukaryota,Animals,Insects,eukaryotes,SAMN00100712,GCA_000475195.1
36.4685,56.5,Verticillium albo-atrum,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN07298694,GCA_002851705.1
22.2242,48.7,Trichophyton benhamiae CBS 112371,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953733,GCA_000151125.2
2172.21,41.7,Vicugna pacos,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN01096418,GCA_000164845.3
3286.01,40,Choloepus hoffmanni,Eukaryota;Animals;Mammals,Eukaryota,Animals,Mammals,eukaryotes,SAMN02146716,GCA_000164785.2
34.3427,50.9,Pleurotus ostreatus PC15,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02746102,GCA_000697685.1
33.6978,51.5,Beauveria bassiana ARSEF 2860,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02981247,GCA_000280675.1
32.516,51.5,Cordyceps brongniartii RCEF 3172,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN04908327,GCA_001636735.1
21.014,67.5,Rhodotorula graminis WP1,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN00138171,GCA_001329695.1
42.7972,45.3,Serpula lacrymans var. lacrymans S7.9,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02744068,GCA_000218685.1
318.527,35.8997,Jatropha curcas,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02799222,GCA_000696525.1
13.0302,38.7,Candida parapsilosis,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,,GCA_000182765.2
7.86022,25.3,Nosema ceranae BRL01,Eukaryota;Fungi;Other Fungi,Eukaryota,Fungi,Other Fungi,eukaryotes,SAMN00002233,GCA_000182985.1
368.942,40.8991,Varroa destructor,Eukaryota;Animals;Other Animals,Eukaryota,Animals,Other Animals,eukaryotes,SAMD00093521,GCA_002443255.1
10.747,43,[Candida] tenuis ATCC 10573,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN00715317,GCA_000223465.1
36.1491,51.6,Aspergillus carbonarius ITEM 5010,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN00727628,GCA_001990825.1
135.344,36.8,Puccinia triticina 1-1 BBBD Race 1,Eukaryota;Fungi;Basidiomycetes,Eukaryota,Fungi,Basidiomycetes,eukaryotes,SAMN02981248,GCA_000151525.2
195.669,32.7902,Cucumis sativus,Eukaryota;Plants;Land Plants,Eukaryota,Plants,Land Plants,eukaryotes,SAMN02953750,GCA_000004075.2
51.6443,49.0853,Colletotrichum graminicola M1.001,Eukaryota;Fungi;Ascomycetes,Eukaryota,Fungi,Ascomycetes,eukaryotes,SAMN02953757,GCA_000149035.1
